pizza_id,order_id,pizza_name_id,quantity,order_date,order_time,unit_price,total_price,pizza_size,pizza_category,pizza_ingredients,pizza_name,order_date_clean
266,111,cali_ckn_m,1,02-01-2015,18:38:01,16.75,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese","The California Chicken Pizza",2015-01-02
267,111,five_cheese_l,1,02-01-2015,18:38:01,18.50,18.50,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic","The Five Cheese Pizza",2015-01-02
268,111,pepperoni_m,1,02-01-2015,18:38:01,12.50,12.50,M,Classic,"Mozzarella Cheese, Pepperoni","The Pepperoni Pizza",2015-01-02
269,111,spin_pesto_l,1,02-01-2015,18:38:01,20.75,20.75,L,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce","The Spinach Pesto Pizza",2015-01-02
270,112,pepperoni_s,1,02-01-2015,18:41:40,9.75,9.75,S,Classic,"Mozzarella Cheese, Pepperoni","The Pepperoni Pizza",2015-01-02
271,113,cali_ckn_l,1,02-01-2015,18:50:21,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese","The California Chicken Pizza",2015-01-02
272,113,mexicana_l,1,02-01-2015,18:50:21,20.25,20.25,L,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic","The Mexicana Pizza",2015-01-02
273,113,southw_ckn_m,1,02-01-2015,18:50:21,16.75,16.75,M,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce","The Southwest Chicken Pizza",2015-01-02
274,114,pepperoni_l,1,02-01-2015,18:59:32,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni","The Pepperoni Pizza",2015-01-02
275,114,sicilian_s,1,02-01-2015,18:59:32,12.25,12.25,S,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic","The Sicilian Pizza",2015-01-02
276,115,big_meat_s,1,02-01-2015,19:05:17,12.00,12.00,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage","The Big Meat Pizza",2015-01-02
277,115,napolitana_l,1,02-01-2015,19:05:17,20.50,20.50,L,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic","The Napolitana Pizza",2015-01-02
278,115,thai_ckn_m,1,02-01-2015,19:05:17,16.75,16.75,M,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","The Thai Chicken Pizza",2015-01-02
279,116,five_cheese_l,1,02-01-2015,19:18:49,18.50,18.50,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic","The Five Cheese Pizza",2015-01-02
280,117,peppr_salami_m,1,02-01-2015,19:23:02,16.50,16.50,M,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic","The Pepper Salami Pizza",2015-01-02
281,117,sicilian_l,1,02-01-2015,19:23:02,20.25,20.25,L,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic","The Sicilian Pizza",2015-01-02
282,118,prsc_argla_l,1,02-01-2015,19:26:59,20.75,20.75,L,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese","The Prosciutto and Arugula Pizza",2015-01-02
283,118,spinach_fet_s,1,02-01-2015,19:26:59,12.00,12.00,S,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic","The Spinach and Feta Pizza",2015-01-02
284,119,four_cheese_m,1,02-01-2015,19:32:29,14.75,14.75,M,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic","The Four Cheese Pizza",2015-01-02
285,120,classic_dlx_s,1,02-01-2015,19:35:07,12.00,12.00,S,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon","The Classic Deluxe Pizza",2015-01-02
286,120,hawaiian_s,1,02-01-2015,19:35:07,10.50,10.50,S,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese","The Hawaiian Pizza",2015-01-02
287,120,spinach_fet_l,1,02-01-2015,19:35:07,20.25,20.25,L,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic","The Spinach and Feta Pizza",2015-01-02
288,121,bbq_ckn_m,1,02-01-2015,19:38:48,16.75,16.75,M,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce","The Barbecue Chicken Pizza",2015-01-02
289,121,four_cheese_l,1,02-01-2015,19:38:48,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic","The Four Cheese Pizza",2015-01-02
290,121,sicilian_l,1,02-01-2015,19:38:48,20.25,20.25,L,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic","The Sicilian Pizza",2015-01-02
291,121,southw_ckn_l,1,02-01-2015,19:38:48,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce","The Southwest Chicken Pizza",2015-01-02
292,122,ital_supr_m,1,02-01-2015,19:50:19,16.50,16.50,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic","The Italian Supreme Pizza",2015-01-02
293,123,ital_cpcllo_s,1,02-01-2015,20:12:09,12.00,12.00,S,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano","The Italian Capocollo Pizza",2015-01-02
294,124,bbq_ckn_s,1,02-01-2015,20:12:34,12.75,12.75,S,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce","The Barbecue Chicken Pizza",2015-01-02
295,124,sicilian_l,1,02-01-2015,20:12:34,20.25,20.25,L,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic","The Sicilian Pizza",2015-01-02
296,124,spicy_ital_l,1,02-01-2015,20:12:34,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic","The Spicy Italian Pizza",2015-01-02
297,124,the_greek_s,1,02-01-2015,20:12:34,12.00,12.00,S,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions","The Greek Pizza",2015-01-02
298,125,the_greek_xl,1,02-01-2015,20:31:06,25.50,25.50,XL,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions","The Greek Pizza",2015-01-02
299,126,veggie_veg_l,1,02-01-2015,20:53:42,20.25,20.25,L,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic","The Vegetables + Vegetables Pizza",2015-01-02
300,127,pepperoni_m,1,02-01-2015,20:58:23,12.50,12.50,M,Classic,"Mozzarella Cheese, Pepperoni","The Pepperoni Pizza",2015-01-02
301,128,spicy_ital_s,1,02-01-2015,21:05:06,12.50,12.50,S,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic","The Spicy Italian Pizza",2015-01-02
302,129,big_meat_s,1,02-01-2015,21:13:02,12.00,12.00,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage","The Big Meat Pizza",2015-01-02
303,129,the_greek_m,1,02-01-2015,21:13:02,16.00,16.00,M,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions","The Greek Pizza",2015-01-02
304,130,hawaiian_s,1,02-01-2015,21:14:55,10.50,10.50,S,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese","The Hawaiian Pizza",2015-01-02
305,130,ital_cpcllo_l,1,02-01-2015,21:14:55,20.50,20.50,L,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano","The Italian Capocollo Pizza",2015-01-02
306,130,mexicana_m,1,02-01-2015,21:14:55,16.00,16.00,M,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic","The Mexicana Pizza",2015-01-02
307,130,southw_ckn_s,1,02-01-2015,21:14:55,12.75,12.75,S,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce","The Southwest Chicken Pizza",2015-01-02
308,131,ckn_pesto_l,1,02-01-2015,21:33:10,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce","The Chicken Pesto Pizza",2015-01-02
309,131,five_cheese_l,1,02-01-2015,21:33:10,18.50,18.50,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic","The Five Cheese Pizza",2015-01-02
310,131,green_garden_s,1,02-01-2015,21:33:10,12.00,12.00,S,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese","The Green Garden Pizza",2015-01-02
311,131,spinach_supr_s,1,02-01-2015,21:33:10,12.50,12.50,S,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese","The Spinach Supreme Pizza",2015-01-02
312,132,pepperoni_s,1,02-01-2015,21:42:45,9.75,9.75,S,Classic,"Mozzarella Cheese, Pepperoni","The Pepperoni Pizza",2015-01-02
313,133,bbq_ckn_l,1,02-01-2015,22:00:17,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce","The Barbecue Chicken Pizza",2015-01-02
314,133,hawaiian_l,1,02-01-2015,22:00:17,16.50,16.50,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese","The Hawaiian Pizza",2015-01-02
315,133,the_greek_s,1,02-01-2015,22:00:17,12.00,12.00,S,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions","The Greek Pizza",2015-01-02
316,134,big_meat_s,1,02-01-2015,22:13:24,12.00,12.00,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage","The Big Meat Pizza",2015-01-02
317,134,southw_ckn_l,1,02-01-2015,22:13:24,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce","The Southwest Chicken Pizza",2015-01-02
318,134,spinach_supr_s,1,02-01-2015,22:13:24,12.50,12.50,S,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese","The Spinach Supreme Pizza",2015-01-02
319,135,veggie_veg_l,1,02-01-2015,22:29:34,20.25,20.25,L,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic","The Vegetables + Vegetables Pizza",2015-01-02
320,136,five_cheese_l,1,02-01-2015,22:32:49,18.50,18.50,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic","The Five Cheese Pizza",2015-01-02
321,136,peppr_salami_s,1,02-01-2015,22:32:49,12.50,12.50,S,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic","The Pepper Salami Pizza",2015-01-02
322,137,mediterraneo_l,1,03-01-2015,11:34:10,20.25,20.25,L,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions","The Mediterranean Pizza",2015-01-03
323,137,pepperoni_s,1,03-01-2015,11:34:10,9.75,9.75,S,Classic,"Mozzarella Cheese, Pepperoni","The Pepperoni Pizza",2015-01-03
324,137,spicy_ital_m,1,03-01-2015,11:34:10,16.50,16.50,M,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic","The Spicy Italian Pizza",2015-01-03
325,138,cali_ckn_m,1,03-01-2015,11:44:50,16.75,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese","The California Chicken Pizza",2015-01-03
326,138,four_cheese_l,1,03-01-2015,11:44:50,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic","The Four Cheese Pizza",2015-01-03
327,138,ital_veggie_l,1,03-01-2015,11:44:50,21.00,21.00,L,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce","The Italian Vegetables Pizza",2015-01-03
328,138,sicilian_m,1,03-01-2015,11:44:50,16.25,16.25,M,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic","The Sicilian Pizza",2015-01-03
329,139,five_cheese_l,1,03-01-2015,11:57:39,18.50,18.50,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic","The Five Cheese Pizza",2015-01-03
330,140,prsc_argla_s,1,03-01-2015,12:26:44,12.50,12.50,S,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese","The Prosciutto and Arugula Pizza",2015-01-03
331,140,veggie_veg_m,1,03-01-2015,12:26:44,16.00,16.00,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic","The Vegetables + Vegetables Pizza",2015-01-03
332,141,classic_dlx_m,1,03-01-2015,13:16:01,16.00,16.00,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon","The Classic Deluxe Pizza",2015-01-03
333,142,green_garden_m,1,03-01-2015,13:33:59,16.00,16.00,M,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese","The Green Garden Pizza",2015-01-03
334,143,cali_ckn_s,1,03-01-2015,13:41:36,12.75,12.75,S,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese","The California Chicken Pizza",2015-01-03
335,143,classic_dlx_s,1,03-01-2015,13:41:36,12.00,12.00,S,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon","The Classic Deluxe Pizza",2015-01-03
336,143,hawaiian_l,1,03-01-2015,13:41:36,16.50,16.50,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese","The Hawaiian Pizza",2015-01-03
337,143,mexicana_m,1,03-01-2015,13:41:36,16.00,16.00,M,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic","The Mexicana Pizza",2015-01-03
338,143,pepperoni_l,1,03-01-2015,13:41:36,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni","The Pepperoni Pizza",2015-01-03
339,143,prsc_argla_s,1,03-01-2015,13:41:36,12.50,12.50,S,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese","The Prosciutto and Arugula Pizza",2015-01-03
340,143,thai_ckn_l,1,03-01-2015,13:41:36,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","The Thai Chicken Pizza",2015-01-03
341,143,veggie_veg_m,1,03-01-2015,13:41:36,16.00,16.00,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic","The Vegetables + Vegetables Pizza",2015-01-03
342,144,bbq_ckn_m,3,03-01-2015,13:44:28,16.75,50.25,M,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce","The Barbecue Chicken Pizza",2015-01-03
343,144,big_meat_s,1,03-01-2015,13:44:28,12.00,12.00,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage","The Big Meat Pizza",2015-01-03
344,144,cali_ckn_l,1,03-01-2015,13:44:28,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese","The California Chicken Pizza",2015-01-03
345,144,ckn_pesto_m,1,03-01-2015,13:44:28,16.75,16.75,M,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce","The Chicken Pesto Pizza",2015-01-03
346,144,five_cheese_l,1,03-01-2015,13:44:28,18.50,18.50,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic","The Five Cheese Pizza",2015-01-03
347,144,four_cheese_l,1,03-01-2015,13:44:28,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic","The Four Cheese Pizza",2015-01-03
348,144,pep_msh_pep_s,1,03-01-2015,13:44:28,11.00,11.00,S,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza",2015-01-03
349,144,southw_ckn_l,1,03-01-2015,13:44:28,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce","The Southwest Chicken Pizza",2015-01-03
350,144,southw_ckn_s,1,03-01-2015,13:44:28,12.75,12.75,S,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce","The Southwest Chicken Pizza",2015-01-03
351,144,spicy_ital_l,1,03-01-2015,13:44:28,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic","The Spicy Italian Pizza",2015-01-03
352,144,thai_ckn_m,1,03-01-2015,13:44:28,16.75,16.75,M,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","The Thai Chicken Pizza",2015-01-03
353,144,veggie_veg_l,1,03-01-2015,13:44:28,20.25,20.25,L,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic","The Vegetables + Vegetables Pizza",2015-01-03
354,145,the_greek_s,1,03-01-2015,13:53:48,12.00,12.00,S,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions","The Greek Pizza",2015-01-03
355,146,cali_ckn_l,1,03-01-2015,14:22:10,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese","The California Chicken Pizza",2015-01-03
356,146,four_cheese_m,1,03-01-2015,14:22:10,14.75,14.75,M,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic","The Four Cheese Pizza",2015-01-03
357,146,hawaiian_m,1,03-01-2015,14:22:10,13.25,13.25,M,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese","The Hawaiian Pizza",2015-01-03
358,147,the_greek_xl,1,03-01-2015,14:32:51,25.50,25.50,XL,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions","The Greek Pizza",2015-01-03
359,148,mediterraneo_s,1,03-01-2015,14:40:42,12.00,12.00,S,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions","The Mediterranean Pizza",2015-01-03
360,149,spinach_fet_m,1,03-01-2015,14:48:45,16.00,16.00,M,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic","The Spinach and Feta Pizza",2015-01-03
361,150,pepperoni_m,1,03-01-2015,14:49:58,12.50,12.50,M,Classic,"Mozzarella Cheese, Pepperoni","The Pepperoni Pizza",2015-01-03
362,151,southw_ckn_l,1,03-01-2015,15:09:34,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce","The Southwest Chicken Pizza",2015-01-03
363,151,spinach_supr_s,1,03-01-2015,15:09:34,12.50,12.50,S,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese","The Spinach Supreme Pizza",2015-01-03
364,152,hawaiian_s,1,03-01-2015,15:09:42,10.50,10.50,S,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese","The Hawaiian Pizza",2015-01-03
365,152,spinach_fet_l,1,03-01-2015,15:09:42,20.25,20.25,L,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic","The Spinach and Feta Pizza",2015-01-03
366,152,thai_ckn_s,1,03-01-2015,15:09:42,12.75,12.75,S,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","The Thai Chicken Pizza",2015-01-03
367,152,the_greek_m,1,03-01-2015,15:09:42,16.00,16.00,M,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions","The Greek Pizza",2015-01-03
368,153,mexicana_m,1,03-01-2015,15:16:34,16.00,16.00,M,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic","The Mexicana Pizza",2015-01-03
369,154,prsc_argla_s,1,03-01-2015,15:22:43,12.50,12.50,S,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese","The Prosciutto and Arugula Pizza",2015-01-03
370,155,ckn_pesto_s,1,03-01-2015,15:28:59,12.75,12.75,S,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce","The Chicken Pesto Pizza",2015-01-03
371,155,napolitana_l,1,03-01-2015,15:28:59,20.50,20.50,L,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic","The Napolitana Pizza",2015-01-03
372,155,pepperoni_l,1,03-01-2015,15:28:59,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni","The Pepperoni Pizza",2015-01-03
373,155,peppr_salami_l,1,03-01-2015,15:28:59,20.75,20.75,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic","The Pepper Salami Pizza",2015-01-03
374,156,napolitana_m,1,03-01-2015,15:42:19,16.00,16.00,M,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic","The Napolitana Pizza",2015-01-03
375,156,thai_ckn_l,1,03-01-2015,15:42:19,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","The Thai Chicken Pizza",2015-01-03
376,157,ital_supr_l,1,03-01-2015,15:43:03,20.75,20.75,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic","The Italian Supreme Pizza",2015-01-03
377,157,mediterraneo_m,1,03-01-2015,15:43:03,16.00,16.00,M,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions","The Mediterranean Pizza",2015-01-03
378,157,sicilian_m,1,03-01-2015,15:43:03,16.25,16.25,M,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic","The Sicilian Pizza",2015-01-03
379,157,spin_pesto_m,1,03-01-2015,15:43:03,16.50,16.50,M,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce","The Spinach Pesto Pizza",2015-01-03
380,158,ital_veggie_m,1,03-01-2015,15:54:30,16.75,16.75,M,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce","The Italian Vegetables Pizza",2015-01-03
381,158,thai_ckn_m,1,03-01-2015,15:54:30,16.75,16.75,M,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","The Thai Chicken Pizza",2015-01-03
382,159,four_cheese_l,1,03-01-2015,15:59:22,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic","The Four Cheese Pizza",2015-01-03
383,159,thai_ckn_m,1,03-01-2015,15:59:22,16.75,16.75,M,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","The Thai Chicken Pizza",2015-01-03
384,160,classic_dlx_m,1,03-01-2015,16:35:33,16.00,16.00,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon","The Classic Deluxe Pizza",2015-01-03
385,161,hawaiian_s,1,03-01-2015,16:43:46,10.50,10.50,S,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese","The Hawaiian Pizza",2015-01-03
386,161,spicy_ital_m,1,03-01-2015,16:43:46,16.50,16.50,M,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic","The Spicy Italian Pizza",2015-01-03
387,161,the_greek_xl,1,03-01-2015,16:43:46,25.50,25.50,XL,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions","The Greek Pizza",2015-01-03
388,162,big_meat_s,1,03-01-2015,16:51:22,12.00,12.00,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage","The Big Meat Pizza",2015-01-03
389,163,hawaiian_m,1,03-01-2015,16:54:54,13.25,13.25,M,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese","The Hawaiian Pizza",2015-01-03
390,163,pepperoni_l,1,03-01-2015,16:54:54,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni","The Pepperoni Pizza",2015-01-03
391,163,the_greek_m,1,03-01-2015,16:54:54,16.00,16.00,M,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions","The Greek Pizza",2015-01-03
392,164,cali_ckn_l,1,03-01-2015,16:56:33,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese","The California Chicken Pizza",2015-01-03
393,164,pepperoni_m,1,03-01-2015,16:56:33,12.50,12.50,M,Classic,"Mozzarella Cheese, Pepperoni","The Pepperoni Pizza",2015-01-03
394,165,prsc_argla_m,1,03-01-2015,16:57:37,16.50,16.50,M,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese","The Prosciutto and Arugula Pizza",2015-01-03
395,166,prsc_argla_s,1,03-01-2015,16:58:51,12.50,12.50,S,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese","The Prosciutto and Arugula Pizza",2015-01-03
396,167,bbq_ckn_l,1,03-01-2015,17:00:49,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce","The Barbecue Chicken Pizza",2015-01-03
397,167,ital_supr_m,1,03-01-2015,17:00:49,16.50,16.50,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic","The Italian Supreme Pizza",2015-01-03
398,167,pepperoni_m,1,03-01-2015,17:00:49,12.50,12.50,M,Classic,"Mozzarella Cheese, Pepperoni","The Pepperoni Pizza",2015-01-03
399,168,big_meat_s,1,03-01-2015,17:02:27,12.00,12.00,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage","The Big Meat Pizza",2015-01-03
